len,state,sum
7,"[2, 2, 8, 16, 32, 256, 1024]",1340
7,"[4, 4, 4, 16, 32, 256, 1024]",1340
7,"[2, 4, 8, 16, 32, 256, 1024]",1342
7,"[4, 4, 8, 16, 32, 256, 1024]",1344
8,"[2, 2, 4, 8, 16, 32, 256, 1024]",1344
7,"[2, 8, 8, 16, 32, 256, 1024]",1346
8,"[2, 4, 4, 8, 16, 32, 256, 1024]",1346
7,"[2, 2, 16, 16, 32, 256, 1024]",1348
7,"[4, 8, 8, 16, 32, 256, 1024]",1348
8,"[2, 2, 8, 8, 16, 32, 256, 1024]",1348
8,"[4, 4, 4, 8, 16, 32, 256, 1024]",1348
6,"[2, 4, 32, 32, 256, 1024]",1350
7,"[2, 4, 16, 16, 32, 256, 1024]",1350
8,"[2, 4, 8, 8, 16, 32, 256, 1024]",1350
6,"[2, 2, 4, 64, 256, 1024]",1352
6,"[4, 4, 32, 32, 256, 1024]",1352
7,"[2, 2, 4, 32, 32, 256, 1024]",1352
7,"[4, 4, 16, 16, 32, 256, 1024]",1352
8,"[2, 2, 4, 16, 16, 32, 256, 1024]",1352
8,"[4, 4, 8, 8, 16, 32, 256, 1024]",1352
5,"[2, 8, 64, 256, 1024]",1354
6,"[2, 4, 4, 64, 256, 1024]",1354
6,"[2, 8, 32, 32, 256, 1024]",1354
7,"[2, 4, 4, 32, 32, 256, 1024]",1354
7,"[2, 8, 16, 16, 32, 256, 1024]",1354
8,"[2, 4, 4, 16, 16, 32, 256, 1024]",1354
5,"[4, 8, 64, 256, 1024]",1356
6,"[2, 2, 8, 64, 256, 1024]",1356
6,"[4, 4, 4, 64, 256, 1024]",1356
6,"[4, 8, 32, 32, 256, 1024]",1356
7,"[2, 2, 8, 32, 32, 256, 1024]",1356
7,"[4, 4, 4, 32, 32, 256, 1024]",1356
7,"[4, 8, 16, 16, 32, 256, 1024]",1356
6,"[2, 4, 8, 64, 256, 1024]",1358
7,"[2, 4, 8, 32, 32, 256, 1024]",1358
6,"[4, 4, 8, 64, 256, 1024]",1360
7,"[2, 2, 4, 8, 64, 256, 1024]",1360
7,"[4, 4, 8, 32, 32, 256, 1024]",1360
6,"[2, 8, 8, 64, 256, 1024]",1362
7,"[2, 4, 4, 8, 64, 256, 1024]",1362
6,"[2, 2, 16, 64, 256, 1024]",1364
6,"[4, 8, 8, 64, 256, 1024]",1364
7,"[2, 2, 8, 8, 64, 256, 1024]",1364
7,"[4, 4, 4, 8, 64, 256, 1024]",1364
6,"[2, 4, 16, 64, 256, 1024]",1366
7,"[2, 4, 8, 8, 64, 256, 1024]",1366
6,"[4, 4, 16, 64, 256, 1024]",1368
7,"[2, 2, 4, 16, 64, 256, 1024]",1368
7,"[4, 4, 8, 8, 64, 256, 1024]",1368
6,"[2, 8, 16, 64, 256, 1024]",1370
7,"[2, 4, 4, 16, 64, 256, 1024]",1370
6,"[4, 8, 16, 64, 256, 1024]",1372
7,"[2, 2, 8, 16, 64, 256, 1024]",1372
7,"[4, 4, 4, 16, 64, 256, 1024]",1372
7,"[2, 4, 8, 16, 64, 256, 1024]",1374
7,"[4, 4, 8, 16, 64, 256, 1024]",1376
8,"[2, 2, 4, 8, 16, 64, 256, 1024]",1376
7,"[2, 8, 8, 16, 64, 256, 1024]",1378
8,"[2, 4, 4, 8, 16, 64, 256, 1024]",1378
7,"[2, 2, 16, 16, 64, 256, 1024]",1380
7,"[4, 8, 8, 16, 64, 256, 1024]",1380
8,"[2, 2, 8, 8, 16, 64, 256, 1024]",1380
8,"[4, 4, 4, 8, 16, 64, 256, 1024]",1380
6,"[2, 4, 32, 64, 256, 1024]",1382
7,"[2, 4, 16, 16, 64, 256, 1024]",1382
8,"[2, 4, 8, 8, 16, 64, 256, 1024]",1382
6,"[4, 4, 32, 64, 256, 1024]",1384
7,"[2, 2, 4, 32, 64, 256, 1024]",1384
7,"[4, 4, 16, 16, 64, 256, 1024]",1384
8,"[2, 2, 4, 16, 16, 64, 256, 1024]",1384
8,"[4, 4, 8, 8, 16, 64, 256, 1024]",1384
6,"[2, 8, 32, 64, 256, 1024]",1386
7,"[2, 4, 4, 32, 64, 256, 1024]",1386
7,"[2, 8, 16, 16, 64, 256, 1024]",1386
8,"[2, 4, 4, 16, 16, 64, 256, 1024]",1386
6,"[4, 8, 32, 64, 256, 1024]",1388
7,"[2, 2, 8, 32, 64, 256, 1024]",1388
7,"[4, 4, 4, 32, 64, 256, 1024]",1388
7,"[4, 8, 16, 16, 64, 256, 1024]",1388
7,"[2, 4, 8, 32, 64, 256, 1024]",1390
7,"[4, 4, 8, 32, 64, 256, 1024]",1392
8,"[2, 2, 4, 8, 32, 64, 256, 1024]",1392
7,"[2, 8, 8, 32, 64, 256, 1024]",1394
8,"[2, 4, 4, 8, 32, 64, 256, 1024]",1394
7,"[2, 2, 16, 32, 64, 256, 1024]",1396
7,"[4, 8, 8, 32, 64, 256, 1024]",1396
8,"[2, 2, 8, 8, 32, 64, 256, 1024]",1396
8,"[4, 4, 4, 8, 32, 64, 256, 1024]",1396
7,"[2, 4, 16, 32, 64, 256, 1024]",1398
8,"[2, 4, 8, 8, 32, 64, 256, 1024]",1398
7,"[4, 4, 16, 32, 64, 256, 1024]",1400
8,"[2, 2, 4, 16, 32, 64, 256, 1024]",1400
8,"[4, 4, 8, 8, 32, 64, 256, 1024]",1400
7,"[2, 8, 16, 32, 64, 256, 1024]",1402
8,"[2, 4, 4, 16, 32, 64, 256, 1024]",1402
7,"[4, 8, 16, 32, 64, 256, 1024]",1404
8,"[2, 2, 8, 16, 32, 64, 256, 1024]",1404
8,"[4, 4, 4, 16, 32, 64, 256, 1024]",1404
8,"[2, 4, 8, 16, 32, 64, 256, 1024]",1406
8,"[4, 4, 8, 16, 32, 64, 256, 1024]",1408
9,"[2, 2, 4, 8, 16, 32, 64, 256, 1024]",1408
8,"[2, 8, 8, 16, 32, 64, 256, 1024]",1410
9,"[2, 4, 4, 8, 16, 32, 64, 256, 1024]",1410
8,"[2, 2, 16, 16, 32, 64, 256, 1024]",1412
8,"[4, 8, 8, 16, 32, 64, 256, 1024]",1412
9,"[2, 2, 8, 8, 16, 32, 64, 256, 1024]",1412
9,"[4, 4, 4, 8, 16, 32, 64, 256, 1024]",1412
7,"[2, 4, 32, 32, 64, 256, 1024]",1414
8,"[2, 4, 16, 16, 32, 64, 256, 1024]",1414
9,"[2, 4, 8, 8, 16, 32, 64, 256, 1024]",1414
7,"[2, 2, 4, 64, 64, 256, 1024]",1416
7,"[4, 4, 32, 32, 64, 256, 1024]",1416
8,"[2, 2, 4, 32, 32, 64, 256, 1024]",1416
8,"[4, 4, 16, 16, 32, 64, 256, 1024]",1416
9,"[2, 2, 4, 16, 16, 32, 64, 256, 1024]",1416
9,"[4, 4, 8, 8, 16, 32, 64, 256, 1024]",1416
6,"[2, 4, 4, 128, 256, 1024]",1418
6,"[2, 8, 64, 64, 256, 1024]",1418
7,"[2, 4, 4, 64, 64, 256, 1024]",1418
7,"[2, 8, 32, 32, 64, 256, 1024]",1418
8,"[2, 4, 4, 32, 32, 64, 256, 1024]",1418
8,"[2, 8, 16, 16, 32, 64, 256, 1024]",1418
9,"[2, 4, 4, 16, 16, 32, 64, 256, 1024]",1418
6,"[2, 2, 8, 128, 256, 1024]",1420
6,"[4, 4, 4, 128, 256, 1024]",1420
6,"[4, 8, 64, 64, 256, 1024]",1420
7,"[2, 2, 8, 64, 64, 256, 1024]",1420
7,"[4, 4, 4, 64, 64, 256, 1024]",1420
7,"[4, 8, 32, 32, 64, 256, 1024]",1420
8,"[2, 2, 8, 32, 32, 64, 256, 1024]",1420
8,"[4, 4, 4, 32, 32, 64, 256, 1024]",1420
8,"[4, 8, 16, 16, 32, 64, 256, 1024]",1420
6,"[2, 4, 8, 128, 256, 1024]",1422
7,"[2, 4, 8, 64, 64, 256, 1024]",1422
8,"[2, 4, 8, 32, 32, 64, 256, 1024]",1422
6,"[4, 4, 8, 128, 256, 1024]",1424
7,"[2, 2, 4, 8, 128, 256, 1024]",1424
7,"[4, 4, 8, 64, 64, 256, 1024]",1424
8,"[2, 2, 4, 8, 64, 64, 256, 1024]",1424
8,"[4, 4, 8, 32, 32, 64, 256, 1024]",1424
6,"[2, 8, 8, 128, 256, 1024]",1426
7,"[2, 4, 4, 8, 128, 256, 1024]",1426
7,"[2, 8, 8, 64, 64, 256, 1024]",1426
8,"[2, 4, 4, 8, 64, 64, 256, 1024]",1426
6,"[2, 2, 16, 128, 256, 1024]",1428
6,"[4, 8, 8, 128, 256, 1024]",1428
7,"[2, 2, 8, 8, 128, 256, 1024]",1428
7,"[4, 4, 4, 8, 128, 256, 1024]",1428
7,"[4, 8, 8, 64, 64, 256, 1024]",1428
6,"[2, 4, 16, 128, 256, 1024]",1430
7,"[2, 4, 8, 8, 128, 256, 1024]",1430
6,"[4, 4, 16, 128, 256, 1024]",1432
7,"[2, 2, 4, 16, 128, 256, 1024]",1432
7,"[4, 4, 8, 8, 128, 256, 1024]",1432
6,"[2, 8, 16, 128, 256, 1024]",1434
7,"[2, 4, 4, 16, 128, 256, 1024]",1434
6,"[4, 8, 16, 128, 256, 1024]",1436
7,"[2, 2, 8, 16, 128, 256, 1024]",1436
7,"[4, 4, 4, 16, 128, 256, 1024]",1436
7,"[2, 4, 8, 16, 128, 256, 1024]",1438
7,"[4, 4, 8, 16, 128, 256, 1024]",1440
8,"[2, 2, 4, 8, 16, 128, 256, 1024]",1440
7,"[2, 8, 8, 16, 128, 256, 1024]",1442
8,"[2, 4, 4, 8, 16, 128, 256, 1024]",1442
7,"[2, 2, 16, 16, 128, 256, 1024]",1444
7,"[4, 8, 8, 16, 128, 256, 1024]",1444
8,"[2, 2, 8, 8, 16, 128, 256, 1024]",1444
8,"[4, 4, 4, 8, 16, 128, 256, 1024]",1444
6,"[2, 4, 32, 128, 256, 1024]",1446
7,"[2, 4, 16, 16, 128, 256, 1024]",1446
8,"[2, 4, 8, 8, 16, 128, 256, 1024]",1446
6,"[4, 4, 32, 128, 256, 1024]",1448
7,"[2, 2, 4, 32, 128, 256, 1024]",1448
7,"[4, 4, 16, 16, 128, 256, 1024]",1448
8,"[2, 2, 4, 16, 16, 128, 256, 1024]",1448
8,"[4, 4, 8, 8, 16, 128, 256, 1024]",1448
6,"[2, 8, 32, 128, 256, 1024]",1450
7,"[2, 4, 4, 32, 128, 256, 1024]",1450
7,"[2, 8, 16, 16, 128, 256, 1024]",1450
8,"[2, 4, 4, 16, 16, 128, 256, 1024]",1450
6,"[4, 8, 32, 128, 256, 1024]",1452
7,"[2, 2, 8, 32, 128, 256, 1024]",1452
7,"[4, 4, 4, 32, 128, 256, 1024]",1452
7,"[4, 8, 16, 16, 128, 256, 1024]",1452
7,"[2, 4, 8, 32, 128, 256, 1024]",1454
7,"[4, 4, 8, 32, 128, 256, 1024]",1456
8,"[2, 2, 4, 8, 32, 128, 256, 1024]",1456
7,"[2, 8, 8, 32, 128, 256, 1024]",1458
8,"[2, 4, 4, 8, 32, 128, 256, 1024]",1458
7,"[2, 2, 16, 32, 128, 256, 1024]",1460
7,"[4, 8, 8, 32, 128, 256, 1024]",1460
8,"[2, 2, 8, 8, 32, 128, 256, 1024]",1460
8,"[4, 4, 4, 8, 32, 128, 256, 1024]",1460
7,"[2, 4, 16, 32, 128, 256, 1024]",1462
8,"[2, 4, 8, 8, 32, 128, 256, 1024]",1462
7,"[4, 4, 16, 32, 128, 256, 1024]",1464
8,"[2, 2, 4, 16, 32, 128, 256, 1024]",1464
8,"[4, 4, 8, 8, 32, 128, 256, 1024]",1464
7,"[2, 8, 16, 32, 128, 256, 1024]",1466
8,"[2, 4, 4, 16, 32, 128, 256, 1024]",1466
7,"[4, 8, 16, 32, 128, 256, 1024]",1468
8,"[2, 2, 8, 16, 32, 128, 256, 1024]",1468
8,"[4, 4, 4, 16, 32, 128, 256, 1024]",1468
8,"[2, 4, 8, 16, 32, 128, 256, 1024]",1470
8,"[4, 4, 8, 16, 32, 128, 256, 1024]",1472
9,"[2, 2, 4, 8, 16, 32, 128, 256, 1024]",1472
8,"[2, 8, 8, 16, 32, 128, 256, 1024]",1474
9,"[2, 4, 4, 8, 16, 32, 128, 256, 1024]",1474
8,"[2, 2, 16, 16, 32, 128, 256, 1024]",1476
8,"[4, 8, 8, 16, 32, 128, 256, 1024]",1476
9,"[2, 2, 8, 8, 16, 32, 128, 256, 1024]",1476
9,"[4, 4, 4, 8, 16, 32, 128, 256, 1024]",1476
7,"[2, 4, 32, 32, 128, 256, 1024]",1478
8,"[2, 4, 16, 16, 32, 128, 256, 1024]",1478
9,"[2, 4, 8, 8, 16, 32, 128, 256, 1024]",1478
7,"[2, 2, 4, 64, 128, 256, 1024]",1480
7,"[4, 4, 32, 32, 128, 256, 1024]",1480
8,"[2, 2, 4, 32, 32, 128, 256, 1024]",1480
8,"[4, 4, 16, 16, 32, 128, 256, 1024]",1480
9,"[2, 2, 4, 16, 16, 32, 128, 256, 1024]",1480
9,"[4, 4, 8, 8, 16, 32, 128, 256, 1024]",1480
6,"[2, 8, 64, 128, 256, 1024]",1482
7,"[2, 4, 4, 64, 128, 256, 1024]",1482
7,"[2, 8, 32, 32, 128, 256, 1024]",1482
8,"[2, 4, 4, 32, 32, 128, 256, 1024]",1482
8,"[2, 8, 16, 16, 32, 128, 256, 1024]",1482
9,"[2, 4, 4, 16, 16, 32, 128, 256, 1024]",1482
6,"[4, 8, 64, 128, 256, 1024]",1484
7,"[2, 2, 8, 64, 128, 256, 1024]",1484
7,"[4, 4, 4, 64, 128, 256, 1024]",1484
7,"[4, 8, 32, 32, 128, 256, 1024]",1484
8,"[2, 2, 8, 32, 32, 128, 256, 1024]",1484
8,"[4, 4, 4, 32, 32, 128, 256, 1024]",1484
8,"[4, 8, 16, 16, 32, 128, 256, 1024]",1484
7,"[2, 4, 8, 64, 128, 256, 1024]",1486
8,"[2, 4, 8, 32, 32, 128, 256, 1024]",1486
7,"[4, 4, 8, 64, 128, 256, 1024]",1488
8,"[2, 2, 4, 8, 64, 128, 256, 1024]",1488
8,"[4, 4, 8, 32, 32, 128, 256, 1024]",1488
7,"[2, 8, 8, 64, 128, 256, 1024]",1490
8,"[2, 4, 4, 8, 64, 128, 256, 1024]",1490
7,"[2, 2, 16, 64, 128, 256, 1024]",1492
7,"[4, 8, 8, 64, 128, 256, 1024]",1492
8,"[2, 2, 8, 8, 64, 128, 256, 1024]",1492
8,"[4, 4, 4, 8, 64, 128, 256, 1024]",1492
7,"[2, 4, 16, 64, 128, 256, 1024]",1494
8,"[2, 4, 8, 8, 64, 128, 256, 1024]",1494
7,"[4, 4, 16, 64, 128, 256, 1024]",1496
8,"[2, 2, 4, 16, 64, 128, 256, 1024]",1496
8,"[4, 4, 8, 8, 64, 128, 256, 1024]",1496
7,"[2, 8, 16, 64, 128, 256, 1024]",1498
8,"[2, 4, 4, 16, 64, 128, 256, 1024]",1498
7,"[4, 8, 16, 64, 128, 256, 1024]",1500
8,"[2, 2, 8, 16, 64, 128, 256, 1024]",1500
8,"[4, 4, 4, 16, 64, 128, 256, 1024]",1500
8,"[2, 4, 8, 16, 64, 128, 256, 1024]",1502
8,"[4, 4, 8, 16, 64, 128, 256, 1024]",1504
9,"[2, 2, 4, 8, 16, 64, 128, 256, 1024]",1504
8,"[2, 8, 8, 16, 64, 128, 256, 1024]",1506
9,"[2, 4, 4, 8, 16, 64, 128, 256, 1024]",1506
8,"[2, 2, 16, 16, 64, 128, 256, 1024]",1508
8,"[4, 8, 8, 16, 64, 128, 256, 1024]",1508
9,"[2, 2, 8, 8, 16, 64, 128, 256, 1024]",1508
9,"[4, 4, 4, 8, 16, 64, 128, 256, 1024]",1508
7,"[2, 4, 32, 64, 128, 256, 1024]",1510
8,"[2, 4, 16, 16, 64, 128, 256, 1024]",1510
9,"[2, 4, 8, 8, 16, 64, 128, 256, 1024]",1510
7,"[4, 4, 32, 64, 128, 256, 1024]",1512
8,"[2, 2, 4, 32, 64, 128, 256, 1024]",1512
8,"[4, 4, 16, 16, 64, 128, 256, 1024]",1512
9,"[2, 2, 4, 16, 16, 64, 128, 256, 1024]",1512
9,"[4, 4, 8, 8, 16, 64, 128, 256, 1024]",1512
7,"[2, 8, 32, 64, 128, 256, 1024]",1514
8,"[2, 4, 4, 32, 64, 128, 256, 1024]",1514
8,"[2, 8, 16, 16, 64, 128, 256, 1024]",1514
9,"[2, 4, 4, 16, 16, 64, 128, 256, 1024]",1514
7,"[4, 8, 32, 64, 128, 256, 1024]",1516
8,"[2, 2, 8, 32, 64, 128, 256, 1024]",1516
8,"[4, 4, 4, 32, 64, 128, 256, 1024]",1516
8,"[4, 8, 16, 16, 64, 128, 256, 1024]",1516
8,"[2, 4, 8, 32, 64, 128, 256, 1024]",1518
8,"[4, 4, 8, 32, 64, 128, 256, 1024]",1520
9,"[2, 2, 4, 8, 32, 64, 128, 256, 1024]",1520
8,"[2, 8, 8, 32, 64, 128, 256, 1024]",1522
9,"[2, 4, 4, 8, 32, 64, 128, 256, 1024]",1522
8,"[2, 2, 16, 32, 64, 128, 256, 1024]",1524
8,"[4, 8, 8, 32, 64, 128, 256, 1024]",1524
9,"[2, 2, 8, 8, 32, 64, 128, 256, 1024]",1524
9,"[4, 4, 4, 8, 32, 64, 128, 256, 1024]",1524
8,"[2, 4, 16, 32, 64, 128, 256, 1024]",1526
9,"[2, 4, 8, 8, 32, 64, 128, 256, 1024]",1526
8,"[4, 4, 16, 32, 64, 128, 256, 1024]",1528
9,"[2, 2, 4, 16, 32, 64, 128, 256, 1024]",1528
9,"[4, 4, 8, 8, 32, 64, 128, 256, 1024]",1528
8,"[2, 8, 16, 32, 64, 128, 256, 1024]",1530
9,"[2, 4, 4, 16, 32, 64, 128, 256, 1024]",1530
8,"[4, 8, 16, 32, 64, 128, 256, 1024]",1532
9,"[2, 2, 8, 16, 32, 64, 128, 256, 1024]",1532
9,"[4, 4, 4, 16, 32, 64, 128, 256, 1024]",1532
9,"[2, 4, 8, 16, 32, 64, 128, 256, 1024]",1534
9,"[4, 4, 8, 16, 32, 64, 128, 256, 1024]",1536
10,"[2, 2, 4, 8, 16, 32, 64, 128, 256, 1024]",1536
9,"[2, 8, 8, 16, 32, 64, 128, 256, 1024]",1538
10,"[2, 4, 4, 8, 16, 32, 64, 128, 256, 1024]",1538
9,"[2, 2, 16, 16, 32, 64, 128, 256, 1024]",1540
9,"[4, 8, 8, 16, 32, 64, 128, 256, 1024]",1540
10,"[2, 2, 8, 8, 16, 32, 64, 128, 256, 1024]",1540
10,"[4, 4, 4, 8, 16, 32, 64, 128, 256, 1024]",1540
8,"[2, 4, 32, 32, 64, 128, 256, 1024]",1542
9,"[2, 4, 16, 16, 32, 64, 128, 256, 1024]",1542
10,"[2, 4, 8, 8, 16, 32, 64, 128, 256, 1024]",1542
8,"[2, 2, 4, 64, 64, 128, 256, 1024]",1544
8,"[4, 4, 32, 32, 64, 128, 256, 1024]",1544
9,"[2, 2, 4, 32, 32, 64, 128, 256, 1024]",1544
9,"[4, 4, 16, 16, 32, 64, 128, 256, 1024]",1544
10,"[2, 2, 4, 16, 16, 32, 64, 128, 256, 1024]",1544
10,"[4, 4, 8, 8, 16, 32, 64, 128, 256, 1024]",1544
7,"[2, 4, 4, 128, 128, 256, 1024]",1546
7,"[2, 8, 64, 64, 128, 256, 1024]",1546
8,"[2, 4, 4, 64, 64, 128, 256, 1024]",1546
8,"[2, 8, 32, 32, 64, 128, 256, 1024]",1546
9,"[2, 4, 4, 32, 32, 64, 128, 256, 1024]",1546
9,"[2, 8, 16, 16, 32, 64, 128, 256, 1024]",1546
10,"[2, 4, 4, 16, 16, 32, 64, 128, 256, 1024]",1546
6,"[2, 2, 8, 256, 256, 1024]",1548
7,"[2, 2, 8, 128, 128, 256, 1024]",1548
7,"[4, 4, 4, 128, 128, 256, 1024]",1548
7,"[4, 8, 64, 64, 128, 256, 1024]",1548
8,"[2, 2, 8, 64, 64, 128, 256, 1024]",1548
8,"[4, 4, 4, 64, 64, 128, 256, 1024]",1548
8,"[4, 8, 32, 32, 64, 128, 256, 1024]",1548
9,"[2, 2, 8, 32, 32, 64, 128, 256, 1024]",1548
9,"[4, 4, 4, 32, 32, 64, 128, 256, 1024]",1548
9,"[4, 8, 16, 16, 32, 64, 128, 256, 1024]",1548
5,"[2, 4, 8, 512, 1024]",1550
6,"[2, 4, 8, 256, 256, 1024]",1550
7,"[2, 4, 8, 128, 128, 256, 1024]",1550
8,"[2, 4, 8, 64, 64, 128, 256, 1024]",1550
9,"[2, 4, 8, 32, 32, 64, 128, 256, 1024]",1550
5,"[4, 4, 8, 512, 1024]",1552
6,"[2, 2, 4, 8, 512, 1024]",1552
6,"[4, 4, 8, 256, 256, 1024]",1552
7,"[2, 2, 4, 8, 256, 256, 1024]",1552
7,"[4, 4, 8, 128, 128, 256, 1024]",1552
8,"[2, 2, 4, 8, 128, 128, 256, 1024]",1552
8,"[4, 4, 8, 64, 64, 128, 256, 1024]",1552
9,"[2, 2, 4, 8, 64, 64, 128, 256, 1024]",1552
9,"[4, 4, 8, 32, 32, 64, 128, 256, 1024]",1552
5,"[2, 8, 8, 512, 1024]",1554
6,"[2, 4, 4, 8, 512, 1024]",1554
6,"[2, 8, 8, 256, 256, 1024]",1554
7,"[2, 4, 4, 8, 256, 256, 1024]",1554
7,"[2, 8, 8, 128, 128, 256, 1024]",1554
8,"[2, 4, 4, 8, 128, 128, 256, 1024]",1554
8,"[2, 8, 8, 64, 64, 128, 256, 1024]",1554
9,"[2, 4, 4, 8, 64, 64, 128, 256, 1024]",1554
5,"[2, 2, 16, 512, 1024]",1556
5,"[4, 8, 8, 512, 1024]",1556
6,"[2, 2, 8, 8, 512, 1024]",1556
6,"[2, 2, 16, 256, 256, 1024]",1556
6,"[4, 4, 4, 8, 512, 1024]",1556
6,"[4, 8, 8, 256, 256, 1024]",1556
7,"[2, 2, 8, 8, 256, 256, 1024]",1556
7,"[2, 2, 16, 128, 128, 256, 1024]",1556
7,"[4, 4, 4, 8, 256, 256, 1024]",1556
7,"[4, 8, 8, 128, 128, 256, 1024]",1556
8,"[2, 2, 8, 8, 128, 128, 256, 1024]",1556
8,"[4, 4, 4, 8, 128, 128, 256, 1024]",1556
8,"[4, 8, 8, 64, 64, 128, 256, 1024]",1556
5,"[2, 4, 16, 512, 1024]",1558
6,"[2, 4, 8, 8, 512, 1024]",1558
6,"[2, 4, 16, 256, 256, 1024]",1558
7,"[2, 4, 8, 8, 256, 256, 1024]",1558
7,"[2, 4, 16, 128, 128, 256, 1024]",1558
8,"[2, 4, 8, 8, 128, 128, 256, 1024]",1558
5,"[4, 4, 16, 512, 1024]",1560
6,"[2, 2, 4, 16, 512, 1024]",1560
6,"[4, 4, 8, 8, 512, 1024]",1560
6,"[4, 4, 16, 256, 256, 1024]",1560
7,"[2, 2, 4, 16, 256, 256, 1024]",1560
7,"[4, 4, 8, 8, 256, 256, 1024]",1560
7,"[4, 4, 16, 128, 128, 256, 1024]",1560
5,"[2, 8, 16, 512, 1024]",1562
6,"[2, 4, 4, 16, 512, 1024]",1562
6,"[2, 8, 16, 256, 256, 1024]",1562
7,"[2, 4, 4, 16, 256, 256, 1024]",1562
5,"[4, 8, 16, 512, 1024]",1564
6,"[2, 2, 8, 16, 512, 1024]",1564
6,"[4, 4, 4, 16, 512, 1024]",1564
6,"[4, 8, 16, 256, 256, 1024]",1564
6,"[2, 4, 8, 16, 512, 1024]",1566
6,"[4, 4, 8, 16, 512, 1024]",1568
7,"[2, 2, 4, 8, 16, 512, 1024]",1568
6,"[2, 8, 8, 16, 512, 1024]",1570
7,"[2, 4, 4, 8, 16, 512, 1024]",1570
6,"[2, 2, 16, 16, 512, 1024]",1572
6,"[4, 8, 8, 16, 512, 1024]",1572
7,"[2, 2, 8, 8, 16, 512, 1024]",1572
7,"[4, 4, 4, 8, 16, 512, 1024]",1572
5,"[2, 4, 32, 512, 1024]",1574
6,"[2, 4, 16, 16, 512, 1024]",1574
7,"[2, 4, 8, 8, 16, 512, 1024]",1574
5,"[4, 4, 32, 512, 1024]",1576
6,"[2, 2, 4, 32, 512, 1024]",1576
6,"[4, 4, 16, 16, 512, 1024]",1576
7,"[2, 2, 4, 16, 16, 512, 1024]",1576
7,"[4, 4, 8, 8, 16, 512, 1024]",1576
5,"[2, 8, 32, 512, 1024]",1578
6,"[2, 4, 4, 32, 512, 1024]",1578
6,"[2, 8, 16, 16, 512, 1024]",1578
7,"[2, 4, 4, 16, 16, 512, 1024]",1578
5,"[4, 8, 32, 512, 1024]",1580
6,"[2, 2, 8, 32, 512, 1024]",1580
6,"[4, 4, 4, 32, 512, 1024]",1580
6,"[4, 8, 16, 16, 512, 1024]",1580
6,"[2, 4, 8, 32, 512, 1024]",1582
6,"[4, 4, 8, 32, 512, 1024]",1584
7,"[2, 2, 4, 8, 32, 512, 1024]",1584
6,"[2, 8, 8, 32, 512, 1024]",1586
7,"[2, 4, 4, 8, 32, 512, 1024]",1586
6,"[2, 2, 16, 32, 512, 1024]",1588
6,"[4, 8, 8, 32, 512, 1024]",1588
7,"[2, 2, 8, 8, 32, 512, 1024]",1588
7,"[4, 4, 4, 8, 32, 512, 1024]",1588
6,"[2, 4, 16, 32, 512, 1024]",1590
7,"[2, 4, 8, 8, 32, 512, 1024]",1590
6,"[4, 4, 16, 32, 512, 1024]",1592
7,"[2, 2, 4, 16, 32, 512, 1024]",1592
7,"[4, 4, 8, 8, 32, 512, 1024]",1592
6,"[2, 8, 16, 32, 512, 1024]",1594
7,"[2, 4, 4, 16, 32, 512, 1024]",1594
6,"[4, 8, 16, 32, 512, 1024]",1596
7,"[2, 2, 8, 16, 32, 512, 1024]",1596
7,"[4, 4, 4, 16, 32, 512, 1024]",1596
7,"[2, 4, 8, 16, 32, 512, 1024]",1598
7,"[4, 4, 8, 16, 32, 512, 1024]",1600
8,"[2, 2, 4, 8, 16, 32, 512, 1024]",1600
7,"[2, 8, 8, 16, 32, 512, 1024]",1602
8,"[2, 4, 4, 8, 16, 32, 512, 1024]",1602
7,"[2, 2, 16, 16, 32, 512, 1024]",1604
7,"[4, 8, 8, 16, 32, 512, 1024]",1604
8,"[2, 2, 8, 8, 16, 32, 512, 1024]",1604
8,"[4, 4, 4, 8, 16, 32, 512, 1024]",1604
6,"[2, 4, 32, 32, 512, 1024]",1606
7,"[2, 4, 16, 16, 32, 512, 1024]",1606
8,"[2, 4, 8, 8, 16, 32, 512, 1024]",1606
6,"[2, 2, 4, 64, 512, 1024]",1608
6,"[4, 4, 32, 32, 512, 1024]",1608
7,"[2, 2, 4, 32, 32, 512, 1024]",1608
7,"[4, 4, 16, 16, 32, 512, 1024]",1608
8,"[2, 2, 4, 16, 16, 32, 512, 1024]",1608
8,"[4, 4, 8, 8, 16, 32, 512, 1024]",1608
5,"[2, 8, 64, 512, 1024]",1610
6,"[2, 4, 4, 64, 512, 1024]",1610
6,"[2, 8, 32, 32, 512, 1024]",1610
7,"[2, 4, 4, 32, 32, 512, 1024]",1610
7,"[2, 8, 16, 16, 32, 512, 1024]",1610
8,"[2, 4, 4, 16, 16, 32, 512, 1024]",1610
5,"[4, 8, 64, 512, 1024]",1612
6,"[2, 2, 8, 64, 512, 1024]",1612
6,"[4, 4, 4, 64, 512, 1024]",1612
6,"[4, 8, 32, 32, 512, 1024]",1612
7,"[2, 2, 8, 32, 32, 512, 1024]",1612
7,"[4, 4, 4, 32, 32, 512, 1024]",1612
7,"[4, 8, 16, 16, 32, 512, 1024]",1612
6,"[2, 4, 8, 64, 512, 1024]",1614
7,"[2, 4, 8, 32, 32, 512, 1024]",1614
6,"[4, 4, 8, 64, 512, 1024]",1616
